date,c_flare_count,m_flare_count,x_flare_count,high_speed_stream_count,c_flare_count_lag_1,m_flare_count_lag_1,x_flare_count_lag_1,high_speed_stream_count_lag_1,c_flare_count_lag_2,m_flare_count_lag_2,x_flare_count_lag_2,high_speed_stream_count_lag_2,c_flare_count_lag_3,m_flare_count_lag_3,x_flare_count_lag_3,high_speed_stream_count_lag_3,c_flare_3d,m_flare_3d,x_flare_3d,hss_3d,storm_next_3d,cme_count,earth_directed_cme_count,max_cme_speed,fast_cme_count,cme_count_lag_1,earth_directed_cme_count_lag_1,max_cme_speed_lag_1,fast_cme_count_lag_1,cme_count_lag_2,earth_directed_cme_count_lag_2,max_cme_speed_lag_2,fast_cme_count_lag_2,cme_count_lag_3,earth_directed_cme_count_lag_3,max_cme_speed_lag_3,fast_cme_count_lag_3,cme_count_3d,earth_directed_cme_3d,fast_cme_3d,max_cme_speed_3d
2024-03-28,0,4,1,0,0,2,0,0,0,6,0,0,1,1,0,0,1.0,9.0,0.0,0.0,0,1.0,0.0,408.0,0.0,1.0,0.0,518.0,0.0,2.0,0.0,479.0,0.0,1.0,1.0,475.0,0.0,4.0,0.0,0.0,518.0
2024-03-29,0,3,0,0,0,4,1,0,0,2,0,0,0,6,0,0,0.0,12.0,1.0,0.0,0,4.0,0.0,416.0,0.0,1.0,0.0,408.0,0.0,1.0,0.0,518.0,0.0,2.0,0.0,479.0,0.0,6.0,0.0,0.0,518.0
2024-03-30,0,2,0,1,0,3,0,0,0,4,1,0,0,2,0,0,0.0,9.0,1.0,0.0,0,4.0,0.0,640.0,0.0,4.0,0.0,416.0,0.0,1.0,0.0,408.0,0.0,1.0,0.0,518.0,0.0,9.0,0.0,0.0,640.0
2024-03-31,0,0,0,1,0,2,0,1,0,3,0,0,0,4,1,0,0.0,9.0,1.0,1.0,0,1.0,0.0,370.0,0.0,4.0,0.0,640.0,0.0,4.0,0.0,416.0,0.0,1.0,0.0,408.0,0.0,9.0,0.0,0.0,640.0
2024-04-01,0,1,0,0,0,0,0,1,0,2,0,1,0,3,0,0,0.0,5.0,0.0,2.0,0,5.0,0.0,660.0,0.0,1.0,0.0,370.0,0.0,4.0,0.0,640.0,0.0,4.0,0.0,416.0,0.0,10.0,0.0,0.0,660.0
2024-04-02,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0.0,3.0,0.0,2.0,0,1.0,0.0,465.0,0.0,5.0,0.0,660.0,0.0,1.0,0.0,370.0,0.0,4.0,0.0,640.0,0.0,7.0,0.0,0.0,660.0
2024-04-03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,0,5.0,0.0,621.0,0.0,1.0,0.0,465.0,0.0,5.0,0.0,660.0,0.0,1.0,0.0,370.0,0.0,11.0,0.0,0.0,660.0
2024-04-04,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,7.0,0.0,888.0,0.0,5.0,0.0,621.0,0.0,1.0,0.0,465.0,0.0,5.0,0.0,660.0,0.0,13.0,0.0,0.0,888.0
2024-04-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,4.0,0.0,1036.0,1.0,7.0,0.0,888.0,0.0,5.0,0.0,621.0,0.0,1.0,0.0,465.0,0.0,16.0,0.0,1.0,1036.0
2024-04-06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,1.0,0.0,253.0,0.0,4.0,0.0,1036.0,1.0,7.0,0.0,888.0,0.0,5.0,0.0,621.0,0.0,12.0,0.0,1.0,1036.0
2024-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0,2.0,0.0,456.0,0.0,1.0,0.0,253.0,0.0,4.0,0.0,1036.0,1.0,7.0,0.0,888.0,0.0,7.0,0.0,1.0,1036.0
2024-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3.0,0.0,1021.0,1.0,2.0,0.0,456.0,0.0,1.0,0.0,253.0,0.0,4.0,0.0,1036.0,1.0,6.0,0.0,1.0,1021.0
2024-04-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7.0,0.0,997.0,0.0,3.0,0.0,1021.0,1.0,2.0,0.0,456.0,0.0,1.0,0.0,253.0,0.0,12.0,0.0,1.0,1021.0
2024-04-10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,5.0,0.0,1105.0,2.0,7.0,0.0,997.0,0.0,3.0,0.0,1021.0,1.0,2.0,0.0,456.0,0.0,15.0,0.0,3.0,1105.0
2024-04-11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0,8.0,1.0,1688.0,4.0,5.0,0.0,1105.0,2.0,7.0,0.0,997.0,0.0,3.0,0.0,1021.0,1.0,20.0,1.0,6.0,1688.0
2024-04-12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,0,5.0,0.0,848.0,0.0,8.0,1.0,1688.0,4.0,5.0,0.0,1105.0,2.0,7.0,0.0,997.0,0.0,18.0,1.0,6.0,1688.0
2024-04-13,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,6.0,0.0,884.0,0.0,5.0,0.0,848.0,0.0,8.0,1.0,1688.0,4.0,5.0,0.0,1105.0,2.0,19.0,1.0,4.0,1688.0
2024-04-14,1,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,3.0,2.0,0.0,0.0,0,3.0,0.0,859.0,0.0,6.0,0.0,884.0,0.0,5.0,0.0,848.0,0.0,8.0,1.0,1688.0,4.0,14.0,0.0,0.0,884.0
2024-04-15,1,8,0,0,1,1,0,0,2,1,0,0,1,0,0,0,4.0,2.0,0.0,0.0,0,1.0,0.0,724.0,0.0,3.0,0.0,859.0,0.0,6.0,0.0,884.0,0.0,5.0,0.0,848.0,0.0,10.0,0.0,0.0,884.0
2024-04-16,0,1,0,0,1,8,0,0,1,1,0,0,2,1,0,0,4.0,10.0,0.0,0.0,1,5.0,0.0,867.0,0.0,1.0,0.0,724.0,0.0,3.0,0.0,859.0,0.0,6.0,0.0,884.0,0.0,9.0,0.0,0.0,867.0
2024-04-17,2,1,0,0,0,1,0,0,1,8,0,0,1,1,0,0,2.0,10.0,0.0,0.0,1,5.0,1.0,592.0,0.0,5.0,0.0,867.0,0.0,1.0,0.0,724.0,0.0,3.0,0.0,859.0,0.0,11.0,1.0,0.0,867.0
2024-04-18,0,3,0,0,2,1,0,0,0,1,0,0,1,8,0,0,3.0,10.0,0.0,0.0,1,5.0,2.0,438.0,0.0,5.0,1.0,592.0,0.0,5.0,0.0,867.0,0.0,1.0,0.0,724.0,0.0,15.0,3.0,0.0,867.0
2024-04-19,0,2,0,0,0,3,0,0,2,1,0,0,0,1,0,0,2.0,5.0,0.0,0.0,0,5.0,0.0,533.0,0.0,5.0,2.0,438.0,0.0,5.0,1.0,592.0,0.0,5.0,0.0,867.0,0.0,15.0,3.0,0.0,592.0
2024-04-20,1,0,0,0,0,2,0,0,0,3,0,0,2,1,0,0,2.0,6.0,0.0,0.0,0,4.0,0.0,836.0,0.0,5.0,0.0,533.0,0.0,5.0,2.0,438.0,0.0,5.0,1.0,592.0,0.0,14.0,2.0,0.0,836.0
2024-04-21,3,3,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1.0,5.0,0.0,0.0,0,6.0,1.0,925.0,0.0,4.0,0.0,836.0,0.0,5.0,0.0,533.0,0.0,5.0,2.0,438.0,0.0,15.0,1.0,0.0,925.0
2024-04-22,2,8,0,0,3,3,0,0,1,0,0,0,0,2,0,0,4.0,5.0,0.0,0.0,0,7.0,0.0,885.0,0.0,6.0,1.0,925.0,0.0,4.0,0.0,836.0,0.0,5.0,0.0,533.0,0.0,17.0,1.0,0.0,925.0
2024-04-23,0,4,0,0,2,8,0,0,3,3,0,0,1,0,0,0,6.0,11.0,0.0,0.0,0,10.0,3.0,931.0,0.0,7.0,0.0,885.0,0.0,6.0,1.0,925.0,0.0,4.0,0.0,836.0,0.0,23.0,4.0,0.0,931.0
2024-04-24,1,6,0,0,0,4,0,0,2,8,0,0,3,3,0,0,5.0,15.0,0.0,0.0,0,6.0,1.0,801.0,0.0,10.0,3.0,931.0,0.0,7.0,0.0,885.0,0.0,6.0,1.0,925.0,0.0,23.0,4.0,0.0,931.0
2024-04-25,0,5,0,0,1,6,0,0,0,4,0,0,2,8,0,0,3.0,18.0,0.0,0.0,0,3.0,0.0,1098.0,1.0,6.0,1.0,801.0,0.0,10.0,3.0,931.0,0.0,7.0,0.0,885.0,0.0,19.0,4.0,1.0,1098.0
2024-04-26,0,0,0,0,0,5,0,0,1,6,0,0,0,4,0,0,1.0,15.0,0.0,0.0,0,4.0,0.0,583.0,0.0,3.0,0.0,1098.0,1.0,6.0,1.0,801.0,0.0,10.0,3.0,931.0,0.0,13.0,1.0,1.0,1098.0
2024-04-27,0,2,0,1,0,0,0,0,0,5,0,0,1,6,0,0,1.0,11.0,0.0,0.0,0,1.0,0.0,605.0,0.0,4.0,0.0,583.0,0.0,3.0,0.0,1098.0,1.0,6.0,1.0,801.0,0.0,8.0,0.0,1.0,1098.0
2024-04-28,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0.0,7.0,0.0,1.0,0,2.0,0.0,738.0,0.0,1.0,0.0,605.0,0.0,4.0,0.0,583.0,0.0,3.0,0.0,1098.0,1.0,7.0,0.0,0.0,738.0
2024-04-29,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,2.0,0.0,1.0,1,4.0,0.0,341.0,0.0,2.0,0.0,738.0,0.0,1.0,0.0,605.0,0.0,4.0,0.0,583.0,0.0,7.0,0.0,0.0,738.0
2024-04-30,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0.0,4.0,0.0,1.0,1,2.0,0.0,513.0,0.0,4.0,0.0,341.0,0.0,2.0,0.0,738.0,0.0,1.0,0.0,605.0,0.0,8.0,0.0,0.0,738.0
2024-05-01,1,3,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0.0,6.0,0.0,0.0,1,6.0,1.0,861.0,0.0,2.0,0.0,513.0,0.0,4.0,0.0,341.0,0.0,2.0,0.0,738.0,0.0,12.0,1.0,0.0,861.0
2024-05-02,0,2,0,2,1,3,0,0,0,4,0,0,0,2,0,0,1.0,9.0,0.0,0.0,0,3.0,0.0,716.0,0.0,6.0,1.0,861.0,0.0,2.0,0.0,513.0,0.0,4.0,0.0,341.0,0.0,11.0,1.0,0.0,861.0
2024-05-03,0,5,1,0,0,2,0,2,1,3,0,0,0,4,0,0,1.0,9.0,0.0,2.0,0,4.0,4.0,972.0,0.0,3.0,0.0,716.0,0.0,6.0,1.0,861.0,0.0,2.0,0.0,513.0,0.0,13.0,5.0,0.0,972.0
2024-05-04,0,6,0,0,0,5,1,0,0,2,0,2,1,3,0,0,1.0,10.0,1.0,2.0,0,4.0,1.0,863.0,0.0,4.0,4.0,972.0,0.0,3.0,0.0,716.0,0.0,6.0,1.0,861.0,0.0,11.0,5.0,0.0,972.0
2024-05-05,1,9,2,0,0,6,0,0,0,5,1,0,0,2,0,2,0.0,13.0,1.0,2.0,0,8.0,4.0,820.0,0.0,4.0,1.0,863.0,0.0,4.0,4.0,972.0,0.0,3.0,0.0,716.0,0.0,16.0,9.0,0.0,972.0
2024-05-06,0,5,1,1,1,9,2,0,0,6,0,0,0,5,1,0,1.0,20.0,3.0,0.0,0,1.0,0.0,780.0,0.0,8.0,4.0,820.0,0.0,4.0,1.0,863.0,0.0,4.0,4.0,972.0,0.0,13.0,5.0,0.0,863.0
2024-05-07,0,14,0,0,0,5,1,1,1,9,2,0,0,6,0,0,1.0,20.0,3.0,1.0,1,6.0,2.0,628.0,0.0,1.0,0.0,780.0,0.0,8.0,4.0,820.0,0.0,4.0,1.0,863.0,0.0,15.0,6.0,0.0,820.0
2024-05-08,0,15,3,0,0,14,0,0,0,5,1,1,1,9,2,0,1.0,28.0,3.0,1.0,1,4.0,0.0,1257.0,2.0,6.0,2.0,628.0,0.0,1.0,0.0,780.0,0.0,8.0,4.0,820.0,0.0,11.0,2.0,2.0,1257.0
2024-05-09,0,18,2,0,0,15,3,0,0,14,0,0,0,5,1,1,0.0,34.0,4.0,1.0,1,2.0,0.0,1561.0,2.0,4.0,0.0,1257.0,2.0,6.0,2.0,628.0,0.0,1.0,0.0,780.0,0.0,12.0,2.0,4.0,1561.0
2024-05-10,0,14,1,0,0,18,2,0,0,15,3,0,0,14,0,0,0.0,47.0,5.0,0.0,1,6.0,0.0,1332.0,1.0,2.0,0.0,1561.0,2.0,4.0,0.0,1257.0,2.0,6.0,2.0,628.0,0.0,12.0,0.0,5.0,1561.0
2024-05-11,0,11,2,0,0,14,1,0,0,18,2,0,0,15,3,0,0.0,47.0,6.0,0.0,1,5.0,0.0,1820.0,3.0,6.0,0.0,1332.0,1.0,2.0,0.0,1561.0,2.0,4.0,0.0,1257.0,2.0,13.0,0.0,6.0,1820.0
2024-05-12,0,9,1,0,0,11,2,0,0,14,1,0,0,18,2,0,0.0,43.0,5.0,0.0,0,3.0,0.0,624.0,0.0,5.0,0.0,1820.0,3.0,6.0,0.0,1332.0,1.0,2.0,0.0,1561.0,2.0,14.0,0.0,4.0,1820.0
2024-05-13,0,11,0,0,0,9,1,0,0,11,2,0,0,14,1,0,0.0,34.0,4.0,0.0,1,1.0,0.0,1935.0,1.0,3.0,0.0,624.0,0.0,5.0,0.0,1820.0,3.0,6.0,0.0,1332.0,1.0,9.0,0.0,4.0,1935.0
2024-05-14,1,2,3,0,0,11,0,0,0,9,1,0,0,11,2,0,0.0,31.0,3.0,0.0,1,8.0,1.0,2225.0,3.0,1.0,0.0,1935.0,1.0,3.0,0.0,624.0,0.0,5.0,0.0,1820.0,3.0,12.0,1.0,4.0,2225.0
2024-05-15,0,3,2,0,1,2,3,0,0,11,0,0,0,9,1,0,1.0,22.0,4.0,0.0,1,8.0,1.0,1766.0,6.0,8.0,1.0,2225.0,3.0,1.0,0.0,1935.0,1.0,3.0,0.0,624.0,0.0,17.0,2.0,10.0,2225.0
2024-05-16,0,1,0,0,0,3,2,0,1,2,3,0,0,11,0,0,1.0,16.0,5.0,0.0,1,8.0,0.0,1452.0,4.0,8.0,1.0,1766.0,6.0,8.0,1.0,2225.0,3.0,1.0,0.0,1935.0,1.0,24.0,2.0,13.0,2225.0
2024-05-17,0,1,0,0,0,1,0,0,0,3,2,0,1,2,3,0,1.0,6.0,5.0,0.0,0,8.0,1.0,1625.0,2.0,8.0,0.0,1452.0,4.0,8.0,1.0,1766.0,6.0,8.0,1.0,2225.0,3.0,24.0,2.0,12.0,1766.0
2024-05-18,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0.0,5.0,2.0,0.0,0,3.0,0.0,1585.0,1.0,8.0,1.0,1625.0,2.0,8.0,0.0,1452.0,4.0,8.0,1.0,1766.0,6.0,19.0,1.0,7.0,1625.0
2024-05-19,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,2.0,0.0,0.0,0,7.0,2.0,584.0,0.0,3.0,0.0,1585.0,1.0,8.0,1.0,1625.0,2.0,8.0,0.0,1452.0,4.0,18.0,3.0,3.0,1625.0
2024-05-20,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0.0,4.0,0.0,0.0,0,3.0,2.0,2678.0,2.0,7.0,2.0,584.0,0.0,3.0,0.0,1585.0,1.0,8.0,1.0,1625.0,2.0,13.0,4.0,3.0,2678.0
2024-05-21,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0,5.0,0.0,660.0,0.0,3.0,2.0,2678.0,2.0,7.0,2.0,584.0,0.0,3.0,0.0,1585.0,1.0,15.0,4.0,2.0,2678.0
2024-05-22,0,3,0,0,2,1,0,0,0,0,0,0,0,3,0,0,2.0,4.0,0.0,0.0,0,4.0,0.0,492.0,0.0,5.0,0.0,660.0,0.0,3.0,2.0,2678.0,2.0,7.0,2.0,584.0,0.0,12.0,2.0,2.0,2678.0
2024-05-23,0,5,0,0,0,3,0,0,2,1,0,0,0,0,0,0,2.0,4.0,0.0,0.0,0,9.0,3.0,943.0,0.0,4.0,0.0,492.0,0.0,5.0,0.0,660.0,0.0,3.0,2.0,2678.0,2.0,18.0,3.0,0.0,943.0
2024-05-24,0,4,0,0,0,5,0,0,0,3,0,0,2,1,0,0,2.0,9.0,0.0,0.0,0,8.0,0.0,854.0,0.0,9.0,3.0,943.0,0.0,4.0,0.0,492.0,0.0,5.0,0.0,660.0,0.0,21.0,3.0,0.0,943.0
2024-05-25,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0.0,12.0,0.0,0.0,0,1.0,0.0,652.0,0.0,8.0,0.0,854.0,0.0,9.0,3.0,943.0,0.0,4.0,0.0,492.0,0.0,18.0,3.0,0.0,943.0
2024-05-26,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0.0,9.0,0.0,0.0,0,1.0,0.0,435.0,0.0,1.0,0.0,652.0,0.0,8.0,0.0,854.0,0.0,9.0,3.0,943.0,0.0,10.0,0.0,0.0,854.0
2024-05-27,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,4.0,0.0,0.0,0,2.0,0.0,1254.0,1.0,1.0,0.0,435.0,0.0,1.0,0.0,652.0,0.0,8.0,0.0,854.0,0.0,4.0,0.0,1.0,1254.0
2024-05-28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0,3.0,0.0,976.0,0.0,2.0,0.0,1254.0,1.0,1.0,0.0,435.0,0.0,1.0,0.0,652.0,0.0,6.0,0.0,1.0,1254.0
2024-05-29,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0,8.0,1.0,1033.0,1.0,3.0,0.0,976.0,0.0,2.0,0.0,1254.0,1.0,1.0,0.0,435.0,0.0,13.0,1.0,2.0,1254.0
2024-05-30,0,1,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0.0,8.0,2.0,0.0,0,4.0,0.0,750.0,0.0,8.0,1.0,1033.0,1.0,3.0,0.0,976.0,0.0,2.0,0.0,1254.0,1.0,15.0,1.0,1.0,1033.0
2024-05-31,0,1,1,0,0,1,0,0,0,8,1,0,0,0,0,0,0.0,9.0,1.0,0.0,0,1.0,0.0,817.0,0.0,4.0,0.0,750.0,0.0,8.0,1.0,1033.0,1.0,3.0,0.0,976.0,0.0,13.0,1.0,1.0,1033.0
2024-06-01,0,1,2,0,0,1,1,0,0,1,0,0,0,8,1,0,0.0,10.0,2.0,0.0,0,2.0,1.0,1503.0,1.0,1.0,0.0,817.0,0.0,4.0,0.0,750.0,0.0,8.0,1.0,1033.0,1.0,7.0,1.0,1.0,1503.0
2024-06-02,0,2,0,0,0,1,2,0,0,1,1,0,0,1,0,0,0.0,3.0,3.0,0.0,0,3.0,0.0,485.0,0.0,2.0,1.0,1503.0,1.0,1.0,0.0,817.0,0.0,4.0,0.0,750.0,0.0,6.0,1.0,1.0,1503.0
2024-06-03,0,4,0,1,0,2,0,0,0,1,2,0,0,1,1,0,0.0,4.0,3.0,0.0,0,1.0,0.0,257.0,0.0,3.0,0.0,485.0,0.0,2.0,1.0,1503.0,1.0,1.0,0.0,817.0,0.0,6.0,1.0,1.0,1503.0
2024-06-04,0,2,0,0,0,4,0,1,0,2,0,0,0,1,2,0,0.0,7.0,2.0,1.0,1,2.0,0.0,443.0,0.0,1.0,0.0,257.0,0.0,3.0,0.0,485.0,0.0,2.0,1.0,1503.0,1.0,6.0,0.0,0.0,485.0
2024-06-05,0,2,0,0,0,2,0,0,0,4,0,1,0,2,0,0,0.0,8.0,0.0,1.0,1,7.0,1.0,1051.0,1.0,2.0,0.0,443.0,0.0,1.0,0.0,257.0,0.0,3.0,0.0,485.0,0.0,10.0,1.0,1.0,1051.0
2024-06-06,0,1,0,0,0,2,0,0,0,2,0,0,0,4,0,1,0.0,8.0,0.0,1.0,1,0.0,0.0,0.0,0.0,7.0,1.0,1051.0,1.0,2.0,0.0,443.0,0.0,1.0,0.0,257.0,0.0,9.0,1.0,1.0,1051.0
2024-06-07,0,2,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0.0,5.0,0.0,0.0,0,1.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1051.0,1.0,2.0,0.0,443.0,0.0,8.0,1.0,1.0,1051.0
2024-06-08,0,8,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0.0,5.0,0.0,0.0,0,6.0,0.0,1528.0,1.0,1.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1051.0,1.0,7.0,0.0,1.0,1528.0
2024-06-09,0,3,0,0,0,8,0,0,0,2,0,0,0,1,0,0,0.0,11.0,0.0,0.0,0,3.0,0.0,515.0,0.0,6.0,0.0,1528.0,1.0,1.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1528.0
2024-06-10,0,5,1,0,0,3,0,0,0,8,0,0,0,2,0,0,0.0,13.0,0.0,0.0,0,6.0,0.0,1352.0,2.0,3.0,0.0,515.0,0.0,6.0,0.0,1528.0,1.0,1.0,0.0,248.0,0.0,15.0,0.0,3.0,1528.0
2024-06-11,0,0,0,0,0,5,1,0,0,3,0,0,0,8,0,0,0.0,16.0,1.0,0.0,0,5.0,0.0,1312.0,1.0,6.0,0.0,1352.0,2.0,3.0,0.0,515.0,0.0,6.0,0.0,1528.0,1.0,14.0,0.0,3.0,1352.0
2024-06-12,0,1,0,0,0,0,0,0,0,5,1,0,0,3,0,0,0.0,8.0,1.0,0.0,0,2.0,0.0,1357.0,1.0,5.0,0.0,1312.0,1.0,6.0,0.0,1352.0,2.0,3.0,0.0,515.0,0.0,13.0,0.0,4.0,1357.0
2024-06-13,0,1,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0.0,6.0,1.0,0.0,0,8.0,0.0,1187.0,3.0,2.0,0.0,1357.0,1.0,5.0,0.0,1312.0,1.0,6.0,0.0,1352.0,2.0,15.0,0.0,5.0,1357.0
2024-06-14,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0,1.0,0.0,716.0,0.0,8.0,0.0,1187.0,3.0,2.0,0.0,1357.0,1.0,5.0,0.0,1312.0,1.0,11.0,0.0,4.0,1357.0
2024-06-15,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,3.0,0.0,0.0,0,6.0,0.0,812.0,0.0,1.0,0.0,716.0,0.0,8.0,0.0,1187.0,3.0,2.0,0.0,1357.0,1.0,15.0,0.0,3.0,1187.0
2024-06-16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,3.0,0.0,0.0,0,3.0,0.0,363.0,0.0,6.0,0.0,812.0,0.0,1.0,0.0,716.0,0.0,8.0,0.0,1187.0,3.0,10.0,0.0,0.0,812.0
2024-06-17,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,2.0,0.0,0.0,0,9.0,0.0,974.0,0.0,3.0,0.0,363.0,0.0,6.0,0.0,812.0,0.0,1.0,0.0,716.0,0.0,18.0,0.0,0.0,974.0
2024-06-18,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0.0,4.0,0.0,1.0,0,6.0,0.0,729.0,0.0,9.0,0.0,974.0,0.0,3.0,0.0,363.0,0.0,6.0,0.0,812.0,0.0,18.0,0.0,0.0,974.0
2024-06-19,0,1,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0.0,5.0,0.0,1.0,0,4.0,0.0,1111.0,1.0,6.0,0.0,729.0,0.0,9.0,0.0,974.0,0.0,3.0,0.0,363.0,0.0,19.0,0.0,1.0,1111.0
2024-06-20,0,2,0,0,0,1,0,0,0,2,0,0,0,3,0,1,0.0,6.0,0.0,1.0,0,6.0,0.0,567.0,0.0,4.0,0.0,1111.0,1.0,6.0,0.0,729.0,0.0,9.0,0.0,974.0,0.0,16.0,0.0,1.0,1111.0
2024-06-21,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0.0,5.0,0.0,0.0,0,3.0,0.0,1208.0,1.0,6.0,0.0,567.0,0.0,4.0,0.0,1111.0,1.0,6.0,0.0,729.0,0.0,13.0,0.0,2.0,1208.0
2024-06-22,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.0,3.0,0.0,0.0,0,2.0,0.0,531.0,0.0,3.0,0.0,1208.0,1.0,6.0,0.0,567.0,0.0,4.0,0.0,1111.0,1.0,11.0,0.0,1.0,1208.0
2024-06-23,0,3,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0.0,5.0,0.0,0.0,0,5.0,0.0,795.0,0.0,2.0,0.0,531.0,0.0,3.0,0.0,1208.0,1.0,6.0,0.0,567.0,0.0,10.0,0.0,1.0,1208.0
2024-06-24,0,7,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0.0,6.0,0.0,1.0,0,4.0,0.0,640.0,0.0,5.0,0.0,795.0,0.0,2.0,0.0,531.0,0.0,3.0,0.0,1208.0,1.0,11.0,0.0,0.0,795.0
2024-06-25,0,1,0,0,0,7,0,0,0,3,0,1,0,3,0,0,0.0,13.0,0.0,1.0,1,3.0,2.0,556.0,0.0,4.0,0.0,640.0,0.0,5.0,0.0,795.0,0.0,2.0,0.0,531.0,0.0,12.0,2.0,0.0,795.0
2024-06-26,1,0,0,0,0,1,0,0,0,7,0,0,0,3,0,1,0.0,11.0,0.0,1.0,1,4.0,0.0,639.0,0.0,3.0,2.0,556.0,0.0,4.0,0.0,640.0,0.0,5.0,0.0,795.0,0.0,11.0,2.0,0.0,640.0
2024-06-27,1,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,1.0,8.0,0.0,0.0,1,2.0,0.0,541.0,0.0,4.0,0.0,639.0,0.0,3.0,2.0,556.0,0.0,4.0,0.0,640.0,0.0,9.0,2.0,0.0,639.0
2024-06-28,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2.0,1.0,0.0,0.0,0,2.0,0.0,505.0,0.0,2.0,0.0,541.0,0.0,4.0,0.0,639.0,0.0,3.0,2.0,556.0,0.0,8.0,0.0,0.0,639.0
2024-06-29,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,5.0,2.0,885.0,0.0,2.0,0.0,505.0,0.0,2.0,0.0,541.0,0.0,4.0,0.0,639.0,0.0,9.0,2.0,0.0,885.0
2024-06-30,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,4.0,1.0,440.0,0.0,5.0,2.0,885.0,0.0,2.0,0.0,505.0,0.0,2.0,0.0,541.0,0.0,11.0,3.0,0.0,885.0
2024-07-01,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,2.0,0.0,463.0,0.0,4.0,1.0,440.0,0.0,5.0,2.0,885.0,0.0,2.0,0.0,505.0,0.0,11.0,3.0,0.0,885.0
2024-07-02,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2.0,1.0,0.0,0.0,0,5.0,0.0,673.0,0.0,2.0,0.0,463.0,0.0,4.0,1.0,440.0,0.0,5.0,2.0,885.0,0.0,11.0,1.0,0.0,673.0
